,statement,label
2121,"Who are the authors of ""Systematic Determination of Absolute Absorption Cross-section of Individual Carbon Nanotubes""?
These people are not authors: Kaihui Liu, Xiaoping Hong, Sangkook Choi, Chenhao Jin, Rodrigo B. Capaz, Jihoon Kim, Shaul Aloni, Wenlong Wang, Xuedong Bai, Steven G. Louie, Enge Wang, Feng Wang",0
2122,"Who are the authors of ""Systematic Determination of Absolute Absorption Cross-section of Individual Carbon Nanotubes""?
These people are not authors: Rajesh Chitnis, Graham Cormode, MohammadTaghi Hajiaghayi and Morteza Monemizadeh",1
2123,"Who are the authors of ""Systematic Determination of Absolute Absorption Cross-section of Individual Carbon Nanotubes""?
These people are authors: Rajesh Chitnis, Graham Cormode, MohammadTaghi Hajiaghayi and Morteza Monemizadeh",0
2124,"Who are the authors of ""Half-metallicity and giant magneto-optical Kerr effect in N-doped NaTaO$_3$""?
These people are authors: Y. Saeed, N. Singh, and U. Schwingenschl\""ogl",1
2125,"Who are the authors of ""Half-metallicity and giant magneto-optical Kerr effect in N-doped NaTaO$_3$""?
These people are not authors: Y. Saeed, N. Singh, and U. Schwingenschl\""ogl",0
2126,"Who are the authors of ""Half-metallicity and giant magneto-optical Kerr effect in N-doped NaTaO$_3$""?
These people are not authors: Andriy L. Shidlich, Stanislav O. Chaichenko",1
2127,"Who are the authors of ""Half-metallicity and giant magneto-optical Kerr effect in N-doped NaTaO$_3$""?
These people are authors: Andriy L. Shidlich, Stanislav O. Chaichenko",0
2128,"Who are the authors of ""Multidimensional separation prior to mass spectrometry: Getting closer to the bottom of the iceberg""?
These people are authors: Manuel Mayr, Thierry Rabilloud (LCBM)",1
2129,"Who are the authors of ""Multidimensional separation prior to mass spectrometry: Getting closer to the bottom of the iceberg""?
These people are not authors: Manuel Mayr, Thierry Rabilloud (LCBM)",0
2130,"Who are the authors of ""Multidimensional separation prior to mass spectrometry: Getting closer to the bottom of the iceberg""?
These people are not authors: Joydev Chattopadhyay, Nikhil Pal, Sudip Samanta, Ezio Venturino",1
2131,"Who are the authors of ""Multidimensional separation prior to mass spectrometry: Getting closer to the bottom of the iceberg""?
These people are authors: Joydev Chattopadhyay, Nikhil Pal, Sudip Samanta, Ezio Venturino",0
2132,"Who are the authors of ""Angular Dependence of Coherent Pion Production by Neutrinos""?
These people are authors: A. Higuera, E. A. Paschos",1
2133,"Who are the authors of ""Angular Dependence of Coherent Pion Production by Neutrinos""?
These people are not authors: A. Higuera, E. A. Paschos",0
2134,"Who are the authors of ""Angular Dependence of Coherent Pion Production by Neutrinos""?
These people are not authors: Dor Arad, Yael Mordechai and Hadas Shachnai",1
2135,"Who are the authors of ""Angular Dependence of Coherent Pion Production by Neutrinos""?
These people are authors: Dor Arad, Yael Mordechai and Hadas Shachnai",0
2136,"Who are the authors of ""Stochastic areas of diffusions and applications in risk theory""?
These people are authors: Zhenyu Cui",1
2137,"Who are the authors of ""Stochastic areas of diffusions and applications in risk theory""?
These people are not authors: Zhenyu Cui",0
2138,"Who are the authors of ""Stochastic areas of diffusions and applications in risk theory""?
These people are not authors: Nadia Labai and Johann A. Makowsky",1
2139,"Who are the authors of ""Stochastic areas of diffusions and applications in risk theory""?
These people are authors: Nadia Labai and Johann A. Makowsky",0
2140,"Who are the authors of ""Why random matrices share universal processes with interacting particle systems?""?
These people are authors: Patrik L. Ferrari (Bonn University)",1
2141,"Who are the authors of ""Why random matrices share universal processes with interacting particle systems?""?
These people are not authors: Patrik L. Ferrari (Bonn University)",0
2142,"Who are the authors of ""Why random matrices share universal processes with interacting particle systems?""?
These people are not authors: Helen Christodoulidi, Constantino Tsallis and Tassos Bountis",1
2143,"Who are the authors of ""Why random matrices share universal processes with interacting particle systems?""?
These people are authors: Helen Christodoulidi, Constantino Tsallis and Tassos Bountis",0
2144,"Who are the authors of ""Self-reciprocal functions, powers of the Riemann zeta function and modular-type transformations""?
These people are authors: Atul Dixit and Victor H. Moll",1
2145,"Who are the authors of ""Self-reciprocal functions, powers of the Riemann zeta function and modular-type transformations""?
These people are not authors: Atul Dixit and Victor H. Moll",0
2146,"Who are the authors of ""Self-reciprocal functions, powers of the Riemann zeta function and modular-type transformations""?
These people are not authors: Hyeong-Chai Jeong, Seung-Yoon Oh, Benjamin Allen and Martin A. Nowak",1
2147,"Who are the authors of ""Self-reciprocal functions, powers of the Riemann zeta function and modular-type transformations""?
These people are authors: Hyeong-Chai Jeong, Seung-Yoon Oh, Benjamin Allen and Martin A. Nowak",0
2148,"Who are the authors of ""Ekedahl-Oort strata for good reductions of Shimura varieties of Hodge type""?
These people are authors: Chao Zhang",1
2149,"Who are the authors of ""Ekedahl-Oort strata for good reductions of Shimura varieties of Hodge type""?
These people are not authors: Chao Zhang",0
2150,"Who are the authors of ""Ekedahl-Oort strata for good reductions of Shimura varieties of Hodge type""?
These people are not authors: Peter V. Pikhitsa",1
2151,"Who are the authors of ""Ekedahl-Oort strata for good reductions of Shimura varieties of Hodge type""?
These people are authors: Peter V. Pikhitsa",0
2152,"Who are the authors of ""Rio: A System Solution for Sharing I/O between Mobile Systems""?
These people are authors: Ardalan Amiri Sani, Kevin Boos, Min Hong Yun, Lin Zhong",1
2153,"Who are the authors of ""Rio: A System Solution for Sharing I/O between Mobile Systems""?
These people are not authors: Ardalan Amiri Sani, Kevin Boos, Min Hong Yun, Lin Zhong",0
2154,"Who are the authors of ""Rio: A System Solution for Sharing I/O between Mobile Systems""?
These people are not authors: Shlomo Dado and Arnon Dar",1
2155,"Who are the authors of ""Rio: A System Solution for Sharing I/O between Mobile Systems""?
These people are authors: Shlomo Dado and Arnon Dar",0
2156,"Who are the authors of ""Novel Higgs Potentials from Gauge Mediation of Exact Scale Breaking""?
These people are authors: Steven Abel and Alberto Mariotti",1
2157,"Who are the authors of ""Novel Higgs Potentials from Gauge Mediation of Exact Scale Breaking""?
These people are not authors: Steven Abel and Alberto Mariotti",0
2158,"Who are the authors of ""Novel Higgs Potentials from Gauge Mediation of Exact Scale Breaking""?
These people are not authors: Jacek Tafel",1
2159,"Who are the authors of ""Novel Higgs Potentials from Gauge Mediation of Exact Scale Breaking""?
These people are authors: Jacek Tafel",0
2160,"Who are the authors of ""Division Algebra Representations of SO(4,2)""?
These people are authors: Joshua Kincaid and Tevian Dray",1
2161,"Who are the authors of ""Division Algebra Representations of SO(4,2)""?
These people are not authors: Joshua Kincaid and Tevian Dray",0
2162,"Who are the authors of ""Division Algebra Representations of SO(4,2)""?
These people are not authors: Rhiannon D. Griffin (1), Xinyu Dai (1), Christopher S. Kochanek (2) ((1) University of Oklahoma, (2) Ohio State University)",1
2163,"Who are the authors of ""Division Algebra Representations of SO(4,2)""?
These people are authors: Rhiannon D. Griffin (1), Xinyu Dai (1), Christopher S. Kochanek (2) ((1) University of Oklahoma, (2) Ohio State University)",0
2164,"Who are the authors of ""Microwave-driven Topological Resonant Excitations of Coupled Skyrmions""?
These people are authors: Han Wang, Yingying Dai, Teng Yang, Weijun Ren, Zhidong Zhang",1
2165,"Who are the authors of ""Microwave-driven Topological Resonant Excitations of Coupled Skyrmions""?
These people are not authors: Han Wang, Yingying Dai, Teng Yang, Weijun Ren, Zhidong Zhang",0
2166,"Who are the authors of ""Microwave-driven Topological Resonant Excitations of Coupled Skyrmions""?
These people are not authors: Marco Baldi, Nicola Maturo, Eugenio Montali, Franco Chiaraluce",1
2167,"Who are the authors of ""Microwave-driven Topological Resonant Excitations of Coupled Skyrmions""?
These people are authors: Marco Baldi, Nicola Maturo, Eugenio Montali, Franco Chiaraluce",0
2168,"Who are the authors of ""Characterization of the Benchmark Binary NLTT 33370""?
These people are authors: J. E. Schlieder (1), M. Bonnefoy (1,2), T. M. Herbst (1), S. Lepine (3,4), E. Berger (5), Th. Henning (1), A. Skemer (6), G. Chauvin (2), E. Rice (3,7), B. Biller (1,8), J. H. V. Girard (9), A. M. Lagrange (2), P. Hinz (6), D. Defrere (6), C. Bergfors (1,10), W. Brandner (1), S. Lacour (11), M. Skrutskie (12), J. Leisenring (6,13) ((1) MPIA, (2) IPAG, (3) AMNH, (4) GSU, (5) Harvard, (6) U. of Arizona, (7) College of Staten Island CUNY (8) U. of Edinburgh, (9) ESO, (10) University College London, (11) Obs. de Paris, (12) U. of Virginia, (13) ETH Zurich)",1
2169,"Who are the authors of ""Characterization of the Benchmark Binary NLTT 33370""?
These people are not authors: J. E. Schlieder (1), M. Bonnefoy (1,2), T. M. Herbst (1), S. Lepine (3,4), E. Berger (5), Th. Henning (1), A. Skemer (6), G. Chauvin (2), E. Rice (3,7), B. Biller (1,8), J. H. V. Girard (9), A. M. Lagrange (2), P. Hinz (6), D. Defrere (6), C. Bergfors (1,10), W. Brandner (1), S. Lacour (11), M. Skrutskie (12), J. Leisenring (6,13) ((1) MPIA, (2) IPAG, (3) AMNH, (4) GSU, (5) Harvard, (6) U. of Arizona, (7) College of Staten Island CUNY (8) U. of Edinburgh, (9) ESO, (10) University College London, (11) Obs. de Paris, (12) U. of Virginia, (13) ETH Zurich)",0
2170,"Who are the authors of ""Characterization of the Benchmark Binary NLTT 33370""?
These people are not authors: Namrata Bansal, Nikesh Koirala, Matthew Brahlek, Myung-Geun Han, Yimei Zhu, Yue Cao, Justin Waugh, Daniel S. Dessau, and Seongshik Oh",1
2171,"Who are the authors of ""Characterization of the Benchmark Binary NLTT 33370""?
These people are authors: Namrata Bansal, Nikesh Koirala, Matthew Brahlek, Myung-Geun Han, Yimei Zhu, Yue Cao, Justin Waugh, Daniel S. Dessau, and Seongshik Oh",0
2172,"Who are the authors of ""Crystal phases of soft spheres systems in a slab geometry""?
These people are authors: Moritz Antlanger, G\""unther Doppelbauer, Martial Mazars, and Gerhard Kahl",1
2173,"Who are the authors of ""Crystal phases of soft spheres systems in a slab geometry""?
These people are not authors: Moritz Antlanger, G\""unther Doppelbauer, Martial Mazars, and Gerhard Kahl",0
2174,"Who are the authors of ""Crystal phases of soft spheres systems in a slab geometry""?
These people are not authors: Bijunath R. Patla",1
2175,"Who are the authors of ""Crystal phases of soft spheres systems in a slab geometry""?
These people are authors: Bijunath R. Patla",0
2176,"Who are the authors of ""On Convergence of Approximate Message Passing""?
These people are authors: Francesco Caltagirone, Florent Krzakala and Lenka Zdeborov\'a",1
2177,"Who are the authors of ""On Convergence of Approximate Message Passing""?
These people are not authors: Francesco Caltagirone, Florent Krzakala and Lenka Zdeborov\'a",0
2178,"Who are the authors of ""On Convergence of Approximate Message Passing""?
These people are not authors: Kira Adaricheva",1
2179,"Who are the authors of ""On Convergence of Approximate Message Passing""?
These people are authors: Kira Adaricheva",0
2180,"Who are the authors of ""Bondi-Hoyle Accretion in an Isothermal Magnetized Plasma""?
These people are authors: Aaron T. Lee, Andrew J. Cunningham, Christopher F. McKee, Richard I. Klein",1
2181,"Who are the authors of ""Bondi-Hoyle Accretion in an Isothermal Magnetized Plasma""?
These people are not authors: Aaron T. Lee, Andrew J. Cunningham, Christopher F. McKee, Richard I. Klein",0
2182,"Who are the authors of ""Bondi-Hoyle Accretion in an Isothermal Magnetized Plasma""?
These people are not authors: N.H. Liao and J. M Bai",1
2183,"Who are the authors of ""Bondi-Hoyle Accretion in an Isothermal Magnetized Plasma""?
These people are authors: N.H. Liao and J. M Bai",0
2184,"Who are the authors of ""Control and calculation of the titanium sublimation pumping speed and re-ionisation in the MAST Neutral Beam Injectors""?
These people are authors: R McAdams",1
2185,"Who are the authors of ""Control and calculation of the titanium sublimation pumping speed and re-ionisation in the MAST Neutral Beam Injectors""?
These people are not authors: R McAdams",0
2186,"Who are the authors of ""Control and calculation of the titanium sublimation pumping speed and re-ionisation in the MAST Neutral Beam Injectors""?
These people are not authors: Shi Gu, Fabio Pasqualetti, Matthew Cieslak, Scott T. Grafton, Danielle S. Bassett",1
2187,"Who are the authors of ""Control and calculation of the titanium sublimation pumping speed and re-ionisation in the MAST Neutral Beam Injectors""?
These people are authors: Shi Gu, Fabio Pasqualetti, Matthew Cieslak, Scott T. Grafton, Danielle S. Bassett",0
2188,"Who are the authors of ""High-accuracy finite-difference schemes for solving elastodynamic problems in curvilinear coordinates within multiblock approach""?
These people are authors: Leonid Dovgilovich and Ivan Sofronov",1
2189,"Who are the authors of ""High-accuracy finite-difference schemes for solving elastodynamic problems in curvilinear coordinates within multiblock approach""?
These people are not authors: Leonid Dovgilovich and Ivan Sofronov",0
2190,"Who are the authors of ""High-accuracy finite-difference schemes for solving elastodynamic problems in curvilinear coordinates within multiblock approach""?
These people are not authors: Lachezar S. Georgiev",1
